9.7822 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
162.4375 	EXP 	grating: autoDraw = True
162.4375 	EXP 	grating: tex = 'sin'
162.7370 	EXP 	grating: autoDraw = False
163.0388 	EXP 	window1: recordFrameIntervals = False
163.0398 	DATA 	Keypress: left
163.0533 	EXP 	fixation: autoDraw = False
163.0533 	EXP 	grating: autoDraw = False
163.0535 	EXP 	window1: recordFrameIntervals = False
164.0289 	EXP 	fixation: autoDraw = True
165.0347 	EXP 	fixation: autoDraw = False
165.0515 	EXP 	grating: autoDraw = True
165.0515 	EXP 	grating: tex = 'sin'
165.3512 	EXP 	grating: autoDraw = False
165.4530 	EXP 	window1: recordFrameIntervals = False
165.4540 	DATA 	Keypress: left
165.4676 	EXP 	fixation: autoDraw = False
165.4676 	EXP 	grating: autoDraw = False
165.4678 	EXP 	window1: recordFrameIntervals = False
166.4418 	EXP 	fixation: autoDraw = True
167.4491 	EXP 	fixation: autoDraw = False
167.4659 	EXP 	grating: autoDraw = True
167.4659 	EXP 	grating: tex = 'sin'
167.7655 	EXP 	grating: autoDraw = False
167.9173 	EXP 	window1: recordFrameIntervals = False
167.9183 	DATA 	Keypress: right
167.9321 	EXP 	fixation: autoDraw = False
167.9321 	EXP 	grating: autoDraw = False
167.9323 	EXP 	window1: recordFrameIntervals = False
168.9071 	EXP 	fixation: autoDraw = True
169.9134 	EXP 	fixation: autoDraw = False
169.9302 	EXP 	grating: autoDraw = True
169.9302 	EXP 	grating: tex = 'sin'
170.2297 	EXP 	grating: autoDraw = False
170.2651 	EXP 	window1: recordFrameIntervals = False
170.2662 	DATA 	Keypress: right
170.2796 	EXP 	fixation: autoDraw = False
170.2796 	EXP 	grating: autoDraw = False
170.2798 	EXP 	window1: recordFrameIntervals = False
171.2547 	EXP 	fixation: autoDraw = True
172.2609 	EXP 	fixation: autoDraw = False
172.2779 	EXP 	grating: autoDraw = True
172.2779 	EXP 	grating: tex = 'sin'
172.5463 	EXP 	window1: recordFrameIntervals = False
172.5474 	DATA 	Keypress: right
172.5608 	EXP 	fixation: autoDraw = False
172.5608 	EXP 	grating: autoDraw = False
172.5610 	EXP 	window1: recordFrameIntervals = False
173.5362 	EXP 	fixation: autoDraw = True
174.5421 	EXP 	fixation: autoDraw = False
174.5590 	EXP 	grating: autoDraw = True
174.5590 	EXP 	grating: tex = 'sin'
174.8584 	EXP 	grating: autoDraw = False
175.1602 	EXP 	window1: recordFrameIntervals = False
175.1612 	DATA 	Keypress: left
175.1747 	EXP 	fixation: autoDraw = False
175.1747 	EXP 	grating: autoDraw = False
175.1750 	EXP 	window1: recordFrameIntervals = False
176.1497 	EXP 	fixation: autoDraw = True
177.1564 	EXP 	fixation: autoDraw = False
177.1731 	EXP 	grating: autoDraw = True
177.1731 	EXP 	grating: tex = 'sin'
177.4727 	EXP 	grating: autoDraw = False
177.5247 	EXP 	window1: recordFrameIntervals = False
177.5257 	DATA 	Keypress: left
177.5394 	EXP 	fixation: autoDraw = False
177.5394 	EXP 	grating: autoDraw = False
177.5396 	EXP 	window1: recordFrameIntervals = False
178.5145 	EXP 	fixation: autoDraw = True
179.5206 	EXP 	fixation: autoDraw = False
179.5373 	EXP 	grating: autoDraw = True
179.5373 	EXP 	grating: tex = 'sin'
179.8369 	EXP 	grating: autoDraw = False
180.0054 	EXP 	window1: recordFrameIntervals = False
180.0065 	DATA 	Keypress: right
180.0201 	EXP 	fixation: autoDraw = False
180.0201 	EXP 	grating: autoDraw = False
180.0203 	EXP 	window1: recordFrameIntervals = False
180.7895 	DATA 	Keypress: right
180.9946 	EXP 	fixation: autoDraw = True
182.0015 	EXP 	fixation: autoDraw = False
182.0184 	EXP 	grating: autoDraw = True
182.0184 	EXP 	grating: tex = 'sin'
182.3179 	EXP 	grating: autoDraw = False
182.4532 	EXP 	window1: recordFrameIntervals = False
182.4542 	DATA 	Keypress: right
182.4677 	EXP 	fixation: autoDraw = False
182.4677 	EXP 	grating: autoDraw = False
182.4678 	EXP 	window1: recordFrameIntervals = False
183.4424 	EXP 	fixation: autoDraw = True
184.4490 	EXP 	fixation: autoDraw = False
184.4658 	EXP 	grating: autoDraw = True
184.4658 	EXP 	grating: tex = 'sin'
184.7654 	EXP 	grating: autoDraw = False
184.9840 	EXP 	window1: recordFrameIntervals = False
184.9850 	DATA 	Keypress: left
184.9985 	EXP 	fixation: autoDraw = False
184.9985 	EXP 	grating: autoDraw = False
184.9987 	EXP 	window1: recordFrameIntervals = False
185.9736 	EXP 	fixation: autoDraw = True
186.9798 	EXP 	fixation: autoDraw = False
186.9968 	EXP 	grating: autoDraw = True
186.9968 	EXP 	grating: tex = 'sin'
187.2962 	EXP 	grating: autoDraw = False
187.4980 	EXP 	window1: recordFrameIntervals = False
187.4990 	DATA 	Keypress: left
187.5127 	EXP 	fixation: autoDraw = False
187.5127 	EXP 	grating: autoDraw = False
187.5128 	EXP 	window1: recordFrameIntervals = False
188.4880 	EXP 	fixation: autoDraw = True
189.4941 	EXP 	fixation: autoDraw = False
189.5109 	EXP 	grating: autoDraw = True
189.5109 	EXP 	grating: tex = 'sin'
189.8106 	EXP 	grating: autoDraw = False
189.8299 	EXP 	window1: recordFrameIntervals = False
189.8310 	DATA 	Keypress: right
189.8438 	EXP 	fixation: autoDraw = False
189.8438 	EXP 	grating: autoDraw = False
189.8440 	EXP 	window1: recordFrameIntervals = False
190.8196 	EXP 	fixation: autoDraw = True
191.8253 	EXP 	fixation: autoDraw = False
191.8420 	EXP 	grating: autoDraw = True
191.8420 	EXP 	grating: tex = 'sin'
192.1415 	EXP 	grating: autoDraw = False
192.2436 	EXP 	window1: recordFrameIntervals = False
192.2446 	DATA 	Keypress: left
192.2581 	EXP 	fixation: autoDraw = False
192.2581 	EXP 	grating: autoDraw = False
192.2583 	EXP 	window1: recordFrameIntervals = False
193.2330 	EXP 	fixation: autoDraw = True
194.2395 	EXP 	fixation: autoDraw = False
194.2562 	EXP 	grating: autoDraw = True
194.2562 	EXP 	grating: tex = 'sin'
194.5557 	EXP 	grating: autoDraw = False
194.7744 	EXP 	window1: recordFrameIntervals = False
194.7771 	DATA 	Keypress: left
194.7889 	EXP 	fixation: autoDraw = False
194.7889 	EXP 	grating: autoDraw = False
194.7891 	EXP 	window1: recordFrameIntervals = False
195.7637 	EXP 	fixation: autoDraw = True
196.7703 	EXP 	fixation: autoDraw = False
196.7872 	EXP 	grating: autoDraw = True
196.7872 	EXP 	grating: tex = 'sin'
197.0868 	EXP 	grating: autoDraw = False
197.2719 	EXP 	window1: recordFrameIntervals = False
197.2730 	DATA 	Keypress: right
197.2864 	EXP 	fixation: autoDraw = False
197.2864 	EXP 	grating: autoDraw = False
197.2866 	EXP 	window1: recordFrameIntervals = False
198.2617 	EXP 	fixation: autoDraw = True
199.2678 	EXP 	fixation: autoDraw = False
199.2848 	EXP 	grating: autoDraw = True
199.2848 	EXP 	grating: tex = 'sin'
199.5843 	EXP 	grating: autoDraw = False
199.7861 	EXP 	window1: recordFrameIntervals = False
199.7871 	DATA 	Keypress: left
199.8006 	EXP 	fixation: autoDraw = False
199.8006 	EXP 	grating: autoDraw = False
199.8008 	EXP 	window1: recordFrameIntervals = False
200.7757 	EXP 	fixation: autoDraw = True
201.7820 	EXP 	fixation: autoDraw = False
201.7990 	EXP 	grating: autoDraw = True
201.7990 	EXP 	grating: tex = 'sin'
202.0983 	EXP 	grating: autoDraw = False
202.3336 	EXP 	window1: recordFrameIntervals = False
202.3347 	DATA 	Keypress: left
202.3481 	EXP 	fixation: autoDraw = False
202.3481 	EXP 	grating: autoDraw = False
202.3483 	EXP 	window1: recordFrameIntervals = False
203.3233 	EXP 	fixation: autoDraw = True
204.3296 	EXP 	fixation: autoDraw = False
204.3465 	EXP 	grating: autoDraw = True
204.3465 	EXP 	grating: tex = 'sin'
204.6461 	EXP 	grating: autoDraw = False
204.6482 	EXP 	window1: recordFrameIntervals = False
204.6493 	DATA 	Keypress: right
204.6625 	EXP 	fixation: autoDraw = False
204.6625 	EXP 	grating: autoDraw = False
204.6627 	EXP 	window1: recordFrameIntervals = False
205.6379 	EXP 	fixation: autoDraw = True
206.6439 	EXP 	fixation: autoDraw = False
206.6607 	EXP 	grating: autoDraw = True
206.6607 	EXP 	grating: tex = 'sin'
206.9603 	EXP 	grating: autoDraw = False
207.1788 	EXP 	window1: recordFrameIntervals = False
207.1799 	DATA 	Keypress: left
207.1934 	EXP 	fixation: autoDraw = False
207.1934 	EXP 	grating: autoDraw = False
207.1936 	EXP 	window1: recordFrameIntervals = False
208.1683 	EXP 	fixation: autoDraw = True
209.1748 	EXP 	fixation: autoDraw = False
209.1916 	EXP 	grating: autoDraw = True
209.1916 	EXP 	grating: tex = 'sin'
209.4911 	EXP 	grating: autoDraw = False
209.6771 	EXP 	window1: recordFrameIntervals = False
209.6782 	DATA 	Keypress: right
209.6910 	EXP 	fixation: autoDraw = False
209.6910 	EXP 	grating: autoDraw = False
209.6912 	EXP 	window1: recordFrameIntervals = False
210.6662 	EXP 	fixation: autoDraw = True
211.6724 	EXP 	fixation: autoDraw = False
211.6893 	EXP 	grating: autoDraw = True
211.6893 	EXP 	grating: tex = 'sin'
211.9888 	EXP 	grating: autoDraw = False
212.3406 	EXP 	window1: recordFrameIntervals = False
212.3417 	DATA 	Keypress: left
212.3550 	EXP 	fixation: autoDraw = False
212.3550 	EXP 	grating: autoDraw = False
212.3552 	EXP 	window1: recordFrameIntervals = False
213.3300 	EXP 	fixation: autoDraw = True
214.3364 	EXP 	fixation: autoDraw = False
214.3532 	EXP 	grating: autoDraw = True
214.3532 	EXP 	grating: tex = 'sin'
214.5882 	EXP 	window1: recordFrameIntervals = False
214.5893 	DATA 	Keypress: right
214.6028 	EXP 	fixation: autoDraw = False
214.6028 	EXP 	grating: autoDraw = False
214.6030 	EXP 	window1: recordFrameIntervals = False
215.5785 	EXP 	fixation: autoDraw = True
216.5843 	EXP 	fixation: autoDraw = False
216.6010 	EXP 	grating: autoDraw = True
216.6010 	EXP 	grating: tex = 'sin'
216.9006 	EXP 	grating: autoDraw = False
217.1199 	EXP 	window1: recordFrameIntervals = False
217.1209 	DATA 	Keypress: right
217.1337 	EXP 	fixation: autoDraw = False
217.1337 	EXP 	grating: autoDraw = False
217.1338 	EXP 	window1: recordFrameIntervals = False
218.1092 	EXP 	fixation: autoDraw = True
219.1152 	EXP 	fixation: autoDraw = False
219.1320 	EXP 	grating: autoDraw = True
219.1320 	EXP 	grating: tex = 'sin'
219.4314 	EXP 	grating: autoDraw = False
219.6167 	EXP 	window1: recordFrameIntervals = False
219.6178 	DATA 	Keypress: left
219.6312 	EXP 	fixation: autoDraw = False
219.6312 	EXP 	grating: autoDraw = False
219.6314 	EXP 	window1: recordFrameIntervals = False
220.6059 	EXP 	fixation: autoDraw = True
221.6126 	EXP 	fixation: autoDraw = False
221.6295 	EXP 	grating: autoDraw = True
221.6295 	EXP 	grating: tex = 'sin'
221.9291 	EXP 	grating: autoDraw = False
222.1476 	EXP 	window1: recordFrameIntervals = False
222.1488 	DATA 	Keypress: right
222.1621 	EXP 	fixation: autoDraw = False
222.1621 	EXP 	grating: autoDraw = False
222.1623 	EXP 	window1: recordFrameIntervals = False
223.1370 	EXP 	fixation: autoDraw = True
224.1434 	EXP 	fixation: autoDraw = False
224.1602 	EXP 	grating: autoDraw = True
224.1602 	EXP 	grating: tex = 'sin'
224.4600 	EXP 	grating: autoDraw = False
224.5954 	EXP 	window1: recordFrameIntervals = False
224.5965 	DATA 	Keypress: left
224.6097 	EXP 	fixation: autoDraw = False
224.6097 	EXP 	grating: autoDraw = False
224.6099 	EXP 	window1: recordFrameIntervals = False
225.5852 	EXP 	fixation: autoDraw = True
226.5912 	EXP 	fixation: autoDraw = False
226.6080 	EXP 	grating: autoDraw = True
226.6080 	EXP 	grating: tex = 'sin'
226.9075 	EXP 	grating: autoDraw = False
227.2261 	EXP 	window1: recordFrameIntervals = False
227.2272 	DATA 	Keypress: right
227.2405 	EXP 	fixation: autoDraw = False
227.2405 	EXP 	grating: autoDraw = False
227.2407 	EXP 	window1: recordFrameIntervals = False
228.2150 	EXP 	fixation: autoDraw = True
229.2218 	EXP 	fixation: autoDraw = False
229.2387 	EXP 	grating: autoDraw = True
229.2387 	EXP 	grating: tex = 'sin'
229.5383 	EXP 	grating: autoDraw = False
229.5901 	EXP 	window1: recordFrameIntervals = False
229.5912 	DATA 	Keypress: left
229.6048 	EXP 	fixation: autoDraw = False
229.6048 	EXP 	grating: autoDraw = False
229.6050 	EXP 	window1: recordFrameIntervals = False
230.5797 	EXP 	fixation: autoDraw = True
231.5862 	EXP 	fixation: autoDraw = False
231.6029 	EXP 	grating: autoDraw = True
231.6029 	EXP 	grating: tex = 'sin'
231.9025 	EXP 	grating: autoDraw = False
232.2209 	EXP 	window1: recordFrameIntervals = False
232.2220 	DATA 	Keypress: left
232.2357 	EXP 	fixation: autoDraw = False
232.2357 	EXP 	grating: autoDraw = False
232.2359 	EXP 	window1: recordFrameIntervals = False
233.2112 	EXP 	fixation: autoDraw = True
234.2170 	EXP 	fixation: autoDraw = False
234.2337 	EXP 	grating: autoDraw = True
234.2337 	EXP 	grating: tex = 'sin'
234.5334 	EXP 	grating: autoDraw = False
234.5686 	EXP 	window1: recordFrameIntervals = False
234.5697 	DATA 	Keypress: left
234.5832 	EXP 	fixation: autoDraw = False
234.5832 	EXP 	grating: autoDraw = False
234.5834 	EXP 	window1: recordFrameIntervals = False
235.5582 	EXP 	fixation: autoDraw = True
236.5645 	EXP 	fixation: autoDraw = False
236.5814 	EXP 	grating: autoDraw = True
236.5814 	EXP 	grating: tex = 'sin'
236.8810 	EXP 	grating: autoDraw = False
237.0495 	EXP 	window1: recordFrameIntervals = False
237.0505 	DATA 	Keypress: right
237.0642 	EXP 	fixation: autoDraw = False
237.0642 	EXP 	grating: autoDraw = False
237.0644 	EXP 	window1: recordFrameIntervals = False
238.0389 	EXP 	fixation: autoDraw = True
239.0456 	EXP 	fixation: autoDraw = False
239.0624 	EXP 	grating: autoDraw = True
239.0624 	EXP 	grating: tex = 'sin'
239.3619 	EXP 	grating: autoDraw = False
239.4472 	EXP 	window1: recordFrameIntervals = False
239.4483 	DATA 	Keypress: left
239.4619 	EXP 	fixation: autoDraw = False
239.4619 	EXP 	grating: autoDraw = False
239.4621 	EXP 	window1: recordFrameIntervals = False
240.4363 	EXP 	fixation: autoDraw = True
241.4431 	EXP 	fixation: autoDraw = False
241.4600 	EXP 	grating: autoDraw = True
241.4600 	EXP 	grating: tex = 'sin'
241.6785 	EXP 	window1: recordFrameIntervals = False
241.6796 	DATA 	Keypress: right
241.6930 	EXP 	fixation: autoDraw = False
241.6930 	EXP 	grating: autoDraw = False
241.6932 	EXP 	window1: recordFrameIntervals = False
242.6676 	EXP 	fixation: autoDraw = True
243.6744 	EXP 	fixation: autoDraw = False
243.6911 	EXP 	grating: autoDraw = True
243.6911 	EXP 	grating: tex = 'sin'
243.9907 	EXP 	grating: autoDraw = False
244.0927 	EXP 	window1: recordFrameIntervals = False
244.0937 	DATA 	Keypress: left
244.1072 	EXP 	fixation: autoDraw = False
244.1072 	EXP 	grating: autoDraw = False
244.1074 	EXP 	window1: recordFrameIntervals = False
245.0822 	EXP 	fixation: autoDraw = True
246.0886 	EXP 	fixation: autoDraw = False
246.1055 	EXP 	grating: autoDraw = True
246.1055 	EXP 	grating: tex = 'sin'
246.4050 	EXP 	grating: autoDraw = False
246.4570 	EXP 	window1: recordFrameIntervals = False
246.4580 	DATA 	Keypress: left
246.4717 	EXP 	fixation: autoDraw = False
246.4717 	EXP 	grating: autoDraw = False
246.4719 	EXP 	window1: recordFrameIntervals = False
247.4457 	EXP 	fixation: autoDraw = True
248.4530 	EXP 	fixation: autoDraw = False
248.4699 	EXP 	grating: autoDraw = True
248.4699 	EXP 	grating: tex = 'sin'
248.7693 	EXP 	grating: autoDraw = False
249.0876 	EXP 	window1: recordFrameIntervals = False
249.0887 	DATA 	Keypress: right
249.1023 	EXP 	fixation: autoDraw = False
249.1023 	EXP 	grating: autoDraw = False
249.1025 	EXP 	window1: recordFrameIntervals = False
250.0778 	EXP 	fixation: autoDraw = True
251.0837 	EXP 	fixation: autoDraw = False
251.1004 	EXP 	grating: autoDraw = True
251.1004 	EXP 	grating: tex = 'sin'
251.4001 	EXP 	grating: autoDraw = False
251.5187 	EXP 	window1: recordFrameIntervals = False
251.5198 	DATA 	Keypress: right
251.5332 	EXP 	fixation: autoDraw = False
251.5332 	EXP 	grating: autoDraw = False
251.5334 	EXP 	window1: recordFrameIntervals = False
252.5080 	EXP 	fixation: autoDraw = True
253.5146 	EXP 	fixation: autoDraw = False
253.5316 	EXP 	grating: autoDraw = True
253.5316 	EXP 	grating: tex = 'sin'
253.8310 	EXP 	grating: autoDraw = False
254.0000 	EXP 	window1: recordFrameIntervals = False
254.0010 	DATA 	Keypress: left
254.0143 	EXP 	fixation: autoDraw = False
254.0143 	EXP 	grating: autoDraw = False
254.0145 	EXP 	window1: recordFrameIntervals = False
254.9885 	EXP 	fixation: autoDraw = True
255.9957 	EXP 	fixation: autoDraw = False
256.0123 	EXP 	grating: autoDraw = True
256.0123 	EXP 	grating: tex = 'sin'
256.3121 	EXP 	grating: autoDraw = False
256.3806 	EXP 	window1: recordFrameIntervals = False
256.3816 	DATA 	Keypress: right
256.3952 	EXP 	fixation: autoDraw = False
256.3952 	EXP 	grating: autoDraw = False
256.3953 	EXP 	window1: recordFrameIntervals = False
257.3706 	EXP 	fixation: autoDraw = True
258.3765 	EXP 	fixation: autoDraw = False
258.3935 	EXP 	grating: autoDraw = True
258.3935 	EXP 	grating: tex = 'sin'
258.6931 	EXP 	grating: autoDraw = False
258.8613 	EXP 	window1: recordFrameIntervals = False
258.8624 	DATA 	Keypress: left
258.8762 	EXP 	fixation: autoDraw = False
258.8762 	EXP 	grating: autoDraw = False
258.8764 	EXP 	window1: recordFrameIntervals = False
259.8502 	EXP 	fixation: autoDraw = True
260.8576 	EXP 	fixation: autoDraw = False
260.8745 	EXP 	grating: autoDraw = True
260.8745 	EXP 	grating: tex = 'sin'
261.1427 	EXP 	window1: recordFrameIntervals = False
261.1438 	DATA 	Keypress: right
261.1571 	EXP 	fixation: autoDraw = False
261.1571 	EXP 	grating: autoDraw = False
261.1573 	EXP 	window1: recordFrameIntervals = False
262.1325 	EXP 	fixation: autoDraw = True
263.1387 	EXP 	fixation: autoDraw = False
263.1553 	EXP 	grating: autoDraw = True
263.1553 	EXP 	grating: tex = 'sin'
263.4550 	EXP 	grating: autoDraw = False
263.6069 	EXP 	window1: recordFrameIntervals = False
263.6080 	DATA 	Keypress: right
263.6216 	EXP 	fixation: autoDraw = False
263.6216 	EXP 	grating: autoDraw = False
263.6217 	EXP 	window1: recordFrameIntervals = False
264.5966 	EXP 	fixation: autoDraw = True
265.6028 	EXP 	fixation: autoDraw = False
265.6195 	EXP 	grating: autoDraw = True
265.6195 	EXP 	grating: tex = 'sin'
265.9193 	EXP 	grating: autoDraw = False
266.0878 	EXP 	window1: recordFrameIntervals = False
266.0889 	DATA 	Keypress: right
266.1024 	EXP 	fixation: autoDraw = False
266.1024 	EXP 	grating: autoDraw = False
266.1026 	EXP 	window1: recordFrameIntervals = False
267.0773 	EXP 	fixation: autoDraw = True
268.0836 	EXP 	fixation: autoDraw = False
268.1008 	EXP 	grating: autoDraw = True
268.1008 	EXP 	grating: tex = 'sin'
268.4001 	EXP 	grating: autoDraw = False
268.8682 	EXP 	window1: recordFrameIntervals = False
268.8693 	DATA 	Keypress: left
268.8828 	EXP 	fixation: autoDraw = False
268.8828 	EXP 	grating: autoDraw = False
268.8830 	EXP 	window1: recordFrameIntervals = False
269.8577 	EXP 	fixation: autoDraw = True
270.8643 	EXP 	fixation: autoDraw = False
270.8813 	EXP 	grating: autoDraw = True
270.8813 	EXP 	grating: tex = 'sin'
271.1807 	EXP 	grating: autoDraw = False
271.3492 	DATA 	Keypress: left
271.3640 	EXP 	fixation: autoDraw = False
271.3640 	EXP 	grating: autoDraw = False
271.5066 	EXP 	window1: mouseVisible = True
